destination_id,destination_name,country,continent,type,unesco_site,best_season,avg_cost_usd,avg_rating,annual_visitors_millions,city,region,latitude,longitude,description,budget_level,culture_score,adventure_score,nature_score,beach_score,urban_score,nightlife_score,cuisine_score,wellness_score,seclusion_score,climate_spring_temp,climate_spring_label,climate_summer_temp,climate_summer_label,climate_autumn_temp,climate_autumn_label,climate_winter_temp,climate_winter_label,ideal_duration_days,experience_types,experience_types_str
DEST_1124,Ancient Park,Brazil,South America,Religious,No,Winter,153.63,4.4,0.61,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1125,Hidden Beach,Peru,South America,Religious,No,Summer,116.17,4.8,0.88,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1126,Golden Falls,Greece,Europe,Adventure,No,Spring,63.44,4.9,9.75,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Adventure'],Adventure
DEST_1127,Serene Ruins,Japan,Asia,City,No,Summer,63.31,4.6,7.24,Tokyo,asia,35.6768601,139.7638947,"Neon-lit streets pulse with energy, while serene gardens and ancient temples offer a peaceful escape, creating a captivating blend of modernity and tradition.",Luxury,5,2,2,1,5,5,5,3,1,15.266666666666666,Pleasant,25.7,Warm,18.666666666666664,Pleasant,7.033333333333334,Cool,8,['Urban'],Urban
DEST_1128,Serene Temple,Peru,South America,City,No,Summer,173.67,4.4,4.06,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,['Urban'],Urban
DEST_1129,Grand Canyon,Peru,South America,Historical,No,Spring,118.49,4.5,4.55,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1130,Lush Forest,Italy,Europe,Beach,No,Spring,171.61,4.6,2.63,Sicily,europe,37.587794,14.155048,"Sun-drenched landscapes, aromatic citrus groves, and vibrant markets create a sensory feast, while ancient ruins whisper stories of a rich, layered history.",Mid-range,5,3,4,4,3,3,5,3,3,11.533333333333331,Cool,23.8,Pleasant,15.5,Pleasant,6.966666666666666,Cool,8,['Beach'],Beach
DEST_1131,Sacred Canyon,Australia,Oceania,Beach,No,Autumn,181.78,4.3,9.34,Perth,oceania,-31.9558933,115.8605855,"Sun-kissed beaches meet a laid-back city vibe with sprawling parks, buzzing markets, and a sense of space that feels refreshingly open.",Mid-range,3,4,4,4,3,3,4,3,3,19.5,Pleasant,13.733333333333334,Cool,17.666666666666664,Pleasant,24.400000000000002,Pleasant,6,['Beach'],Beach
DEST_1132,Ancient Temple,India,Asia,Nature,No,Spring,144.47,4.2,3.71,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Nature'],Nature
DEST_1133,Mystic Canyon,India,Asia,Beach,No,Summer,183.87,4.3,0.99,Goa,asia,15.3004543,74.0855134,"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture.",Mid-range,4,4,3,5,3,5,4,3,3,29.166666666666668,Warm,26.900000000000002,Warm,27.566666666666666,Warm,26.7,Warm,5,['Beach'],Beach
DEST_1134,Mystic Pagoda,Spain,Europe,Beach,Yes,Winter,30.0,4.4,3.68,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,['Beach'],Beach
DEST_1135,Sacred Ruins,Germany,Europe,City,Yes,Summer,183.66,3.8,2.03,Berlin,europe,52.510885,13.3989367,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging.",Mid-range,5,3,2,1,5,5,4,3,2,10.200000000000001,Cool,19.866666666666664,Pleasant,10.933333333333335,Cool,3.1999999999999997,Cold,5,['Urban'],Urban
DEST_1136,Golden Canyon,Vietnam,Asia,Historical,No,Autumn,216.43,4.6,7.72,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1137,Serene Forest,Canada,North America,Beach,No,Summer,141.4,4.4,3.05,Vancouver Island,north_america,49.5929495,-125.702557,"Lush rainforests, rugged coastlines, and charming towns create an inviting atmosphere, perfect for outdoor adventures and tranquil moments by the sea.",Mid-range,3,4,5,4,2,2,3,4,4,9.166666666666666,Cool,16.5,Pleasant,10.0,Cool,3.8333333333333335,Cold,8,['Beach'],Beach
DEST_1138,Hidden Pagoda,Morocco,Africa,Historical,No,Autumn,92.28,4.0,6.96,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1139,Mystic Canyon,South Africa,Africa,Religious,No,Autumn,228.39,4.2,2.34,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1140,Crystal Beach,United States,North America,Historical,No,Winter,84.14,4.7,8.92,New York,north_america,40.7127281,-74.0060152,"The city buzzes with energy, offering iconic skylines, diverse cultures, and a sensory overload of sights, sounds, and tastes at every corner.",Luxury,5,3,3,2,5,5,5,3,1,12.033333333333333,Cool,24.599999999999998,Pleasant,15.533333333333331,Pleasant,2.9,Cold,8,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1141,Mystic Park,Germany,Europe,Historical,No,Spring,134.37,4.7,2.68,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1142,Mystic Ruins,United States,North America,Religious,Yes,Spring,76.66,4.3,6.89,New York,north_america,40.7127281,-74.0060152,"The city buzzes with energy, offering iconic skylines, diverse cultures, and a sensory overload of sights, sounds, and tastes at every corner.",Luxury,5,3,3,2,5,5,5,3,1,12.033333333333333,Cool,24.599999999999998,Pleasant,15.533333333333331,Pleasant,2.9,Cold,8,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1143,Hidden Park,United States,North America,City,Yes,Summer,175.83,4.8,8.33,Washington,north_america,38.8950368,-77.0365427,"Majestic landscapes blend with vibrant city life, offering a mix of natural beauty, cultural richness, and a welcoming atmosphere.",Mid-range,5,2,3,1,5,4,4,3,2,14.633333333333335,Cool,26.23333333333333,Warm,16.73333333333333,Pleasant,4.8999999999999995,Cold,5,['Urban'],Urban
DEST_1144,Serene Forest,Germany,Europe,Adventure,No,Spring,94.82,4.4,7.51,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Adventure'],Adventure
DEST_1145,Mystic Falls,Italy,Europe,Religious,No,Spring,220.07,4.2,3.07,Milan,europe,45.4641943,9.1896346,"Chic streets lined with fashion boutiques, historic architecture, and lively piazzas create a sophisticated yet welcoming atmosphere, perfect for leisurely exploration.",Luxury,5,2,2,1,5,4,5,3,2,14.066666666666668,Cool,24.833333333333332,Pleasant,14.933333333333332,Cool,5.166666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1146,Ancient Beach,India,Asia,Nature,No,Winter,194.65,5.0,8.73,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Nature'],Nature
DEST_1147,Hidden Ruins,China,Asia,Adventure,No,Winter,135.99,4.0,6.38,Lhasa,asia,29.6542054,91.1173015,High-altitude streets filled with the scent of incense and the sound of prayer wheels create a serene yet vibrant atmosphere.,Luxury,5,4,4,1,2,1,3,4,5,10.133333333333333,Cool,17.3,Pleasant,10.799999999999999,Cool,1.7,Cold,10,['Adventure'],Adventure
DEST_1148,Crystal Pagoda,France,Europe,Religious,No,Spring,73.25,3.9,3.64,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1149,Lush Falls,Argentina,South America,Nature,No,Winter,207.23,4.6,2.41,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_1150,Mystic Forest,Greece,Europe,Religious,No,Autumn,159.26,4.6,8.32,Athens,europe,37.9755648,23.7348324,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",Mid-range,5,3,3,3,4,4,5,3,2,17.2,Pleasant,28.266666666666666,Warm,20.633333333333333,Pleasant,11.433333333333332,Cool,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1151,Serene Pagoda,Greece,Europe,Historical,No,Summer,223.48,4.6,0.65,Athens,europe,37.9755648,23.7348324,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",Mid-range,5,3,3,3,4,4,5,3,2,17.2,Pleasant,28.266666666666666,Warm,20.633333333333333,Pleasant,11.433333333333332,Cool,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1152,Serene Park,Japan,Asia,Beach,Yes,Spring,102.38,4.3,7.77,Takayama,asia,36.1396246,137.2510322,"Charming wooden houses, serene streets, and the gentle flow of the river create a peaceful atmosphere perfect for unwinding and exploration.",Mid-range,5,2,4,1,2,2,4,3,4,10.533333333333333,Cool,22.96666666666667,Pleasant,14.200000000000001,Cool,0.5333333333333333,Cold,4,['Beach'],Beach
DEST_1153,Ancient Forest,Australia,Oceania,City,Yes,Spring,179.32,4.4,1.48,Melbourne,oceania,-37.8142454,144.9631732,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",Mid-range,5,3,3,3,5,4,5,4,2,15.233333333333334,Pleasant,10.033333333333333,Cool,14.533333333333333,Cool,19.666666666666668,Pleasant,5,['Urban'],Urban
DEST_1154,Grand Temple,India,Asia,Religious,No,Summer,195.02,4.6,3.58,Mumbai,asia,19.054999,72.8692035,"A bustling metropolis where vibrant street life, aromatic food stalls, and historic landmarks blend with a dynamic energy that never sleeps.",Mid-range,5,3,2,3,5,4,5,3,1,29.933333333333334,Warm,28.53333333333333,Warm,28.900000000000002,Warm,26.5,Warm,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1155,Hidden Plaza,Vietnam,Asia,Historical,No,Summer,195.08,5.0,6.23,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1156,Hidden Beach,Germany,Europe,Religious,No,Autumn,186.78,5.0,4.58,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1157,Lush Forest,Argentina,South America,Historical,No,Spring,195.9,4.3,2.65,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1158,Grand Pagoda,Spain,Europe,City,No,Autumn,97.49,4.7,6.44,Barcelona,europe,41.3828939,2.1774322,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",Mid-range,5,3,3,4,5,5,5,3,2,15.066666666666668,Pleasant,24.8,Pleasant,17.8,Pleasant,9.766666666666667,Cool,6,['Urban'],Urban
DEST_1159,Grand Ruins,Argentina,South America,City,No,Autumn,109.59,4.7,1.07,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,['Urban'],Urban
DEST_1160,Crystal Pagoda,South Africa,Africa,Nature,Yes,Summer,164.19,4.2,8.57,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,['Nature'],Nature
DEST_1161,Grand Valley,Australia,Oceania,Historical,No,Summer,135.69,3.9,9.32,Melbourne,oceania,-37.8142454,144.9631732,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",Mid-range,5,3,3,3,5,4,5,4,2,15.233333333333334,Pleasant,10.033333333333333,Cool,14.533333333333333,Cool,19.666666666666668,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1162,Sacred Pagoda,France,Europe,Adventure,No,Spring,129.1,3.9,0.63,Annecy,europe,45.8992348,6.1288847,"Charming canals and cobblestone streets weave through a picturesque town, surrounded by stunning alpine views and the serene waters of a crystal-clear lake.",Mid-range,4,4,5,3,3,3,4,3,4,11.1,Cool,21.0,Pleasant,11.966666666666667,Cool,3.6333333333333333,Cold,4,['Adventure'],Adventure
DEST_1163,Grand Canyon,South Africa,Africa,City,Yes,Winter,140.72,4.4,0.76,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,['Urban'],Urban
DEST_1164,Crystal Park,New Zealand,Oceania,Adventure,No,Summer,96.46,5.0,5.71,Rotorua,oceania,-38.1381493,176.252922,"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.",Mid-range,4,4,5,2,3,3,3,5,3,13.066666666666668,Cool,7.866666666666667,Cool,11.233333333333334,Cool,16.566666666666666,Pleasant,4,['Adventure'],Adventure
DEST_1165,Golden Ruins,Argentina,South America,Adventure,Yes,Autumn,122.71,4.2,6.81,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Adventure'],Adventure
DEST_1166,Crystal Plaza,Brazil,South America,Historical,Yes,Autumn,159.24,4.8,5.86,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1167,Crystal Pagoda,United States,North America,Adventure,Yes,Winter,111.35,4.5,1.35,San Diego,north_america,32.7174202,-117.162772,"Sun-drenched beaches, vibrant neighborhoods, and an easygoing vibe invite you to savor ocean breezes and explore diverse, lively cultural spots.",Mid-range,4,4,4,5,4,4,4,4,3,16.96666666666667,Pleasant,21.266666666666666,Pleasant,20.066666666666666,Pleasant,14.566666666666668,Cool,5,['Adventure'],Adventure
DEST_1168,Grand Canyon,Spain,Europe,Nature,No,Spring,66.57,4.8,9.21,Valencia,europe,39.4697065,-0.3763353,"Sun-drenched streets lined with orange trees, vibrant markets, and a seamless blend of ancient history and modern art create a captivating atmosphere.",Mid-range,4,3,4,4,4,4,5,3,3,16.633333333333336,Pleasant,25.73333333333333,Warm,19.633333333333336,Pleasant,12.233333333333334,Cool,5,['Nature'],Nature
DEST_1169,Ancient Falls,Morocco,Africa,Religious,No,Autumn,96.62,4.4,7.29,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1170,Mystic Park,Australia,Oceania,Religious,No,Summer,161.45,3.9,7.13,Melbourne,oceania,-37.8142454,144.9631732,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",Mid-range,5,3,3,3,5,4,5,4,2,15.233333333333334,Pleasant,10.033333333333333,Cool,14.533333333333333,Cool,19.666666666666668,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1171,Mystic Falls,Italy,Europe,City,No,Spring,155.56,4.5,6.93,Verona,europe,45.4424977,10.98573769,"Charming streets with a romantic vibe, historic architecture, and cozy piazzas invite leisurely strolls and delightful discoveries at every turn.",Mid-range,5,2,3,1,4,3,4,3,3,13.666666666666666,Cool,24.766666666666666,Pleasant,14.500000000000002,Cool,4.466666666666667,Cold,4,['Urban'],Urban
DEST_1172,Hidden Beach,United States,North America,Beach,No,Spring,168.38,4.5,3.31,San Diego,north_america,32.7174202,-117.162772,"Sun-drenched beaches, vibrant neighborhoods, and an easygoing vibe invite you to savor ocean breezes and explore diverse, lively cultural spots.",Mid-range,4,4,4,5,4,4,4,4,3,16.96666666666667,Pleasant,21.266666666666666,Pleasant,20.066666666666666,Pleasant,14.566666666666668,Cool,5,['Beach'],Beach
DEST_1173,Mystic Valley,Argentina,South America,Historical,No,Summer,182.63,4.2,6.52,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1174,Crystal Canyon,Egypt,Africa,City,No,Spring,138.09,4.5,7.42,Cairo,africa,30.0443879,31.2357257,"Bustling streets filled with vibrant markets, the aroma of spices, and the awe-inspiring sight of ancient pyramids create an unforgettable experience.",Budget,5,3,3,2,4,3,4,3,2,22.733333333333334,Pleasant,30.0,Warm,25.03333333333333,Warm,16.066666666666666,Pleasant,6,['Urban'],Urban
DEST_1175,Hidden Ruins,Kenya,Africa,Religious,Yes,Spring,208.25,4.1,5.79,Nairobi,africa,-1.30261485,36.82884202,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,4,4,5,1,4,3,3,3,2,20.666666666666668,Pleasant,18.3,Pleasant,19.966666666666665,Pleasant,20.8,Pleasant,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1176,Lush Plaza,France,Europe,City,No,Spring,106.08,4.4,1.4,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,['Urban'],Urban
DEST_1177,Sacred Temple,Peru,South America,City,Yes,Summer,111.99,4.6,4.32,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,['Urban'],Urban
DEST_1178,Ancient Valley,Canada,North America,Nature,No,Summer,194.07,4.7,1.62,Québec City,north_america,46.8137431,-71.2084061,"Cobblestone streets and historic architecture create a charming, old-world atmosphere, while the aroma of fresh pastries fills the crisp air.",Mid-range,5,3,4,2,3,3,4,3,3,4.333333333333333,Cold,19.299999999999997,Pleasant,8.533333333333333,Cool,-7.933333333333334,Cold,5,['Nature'],Nature
DEST_1179,Hidden Ruins,Germany,Europe,Beach,No,Autumn,85.12,4.3,0.62,Rostock,europe,54.0886707,12.1400211,"Charming cobblestone streets and historic architecture meet the refreshing sea breeze, creating a welcoming blend of maritime history and modern vibrancy.",Mid-range,4,3,3,4,3,3,3,3,3,8.366666666666665,Cool,17.566666666666666,Pleasant,10.3,Cool,2.8000000000000003,Cold,4,['Beach'],Beach
DEST_1180,Crystal Beach,India,Asia,Nature,Yes,Spring,208.51,4.5,9.6,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Nature'],Nature
DEST_1181,Mystic Temple,Greece,Europe,City,No,Winter,180.42,5.0,1.31,Athens,europe,37.9755648,23.7348324,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",Mid-range,5,3,3,3,4,4,5,3,2,17.2,Pleasant,28.266666666666666,Warm,20.633333333333333,Pleasant,11.433333333333332,Cool,5,['Urban'],Urban
DEST_1182,Ancient Plaza,Argentina,South America,City,Yes,Winter,42.38,4.8,6.27,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,['Urban'],Urban
DEST_1183,Grand Beach,Greece,Europe,Beach,No,Summer,80.55,4.3,1.4,Crete,europe,35.3084952,24.46334232,"Sun-drenched beaches, ancient ruins, and vibrant local markets create a tapestry of experiences that feel both timeless and refreshingly alive.",Mid-range,4,4,5,5,3,3,5,4,4,16.833333333333332,Pleasant,26.366666666666664,Warm,20.233333333333334,Pleasant,11.966666666666667,Cool,8,['Beach'],Beach
DEST_1184,Sacred Park,Canada,North America,Beach,No,Summer,118.61,4.4,2.18,Vancouver Island,north_america,49.5929495,-125.702557,"Lush rainforests, rugged coastlines, and charming towns create an inviting atmosphere, perfect for outdoor adventures and tranquil moments by the sea.",Mid-range,3,4,5,4,2,2,3,4,4,9.166666666666666,Cool,16.5,Pleasant,10.0,Cool,3.8333333333333335,Cold,8,['Beach'],Beach
DEST_1185,Golden Valley,Italy,Europe,Adventure,No,Summer,148.42,4.6,5.55,Sardinia,europe,40.0912813,9.0305773,"Crystal-clear waters, rugged coastlines, and charming villages create a serene escape where you can unwind and savor local flavors.",Mid-range,3,4,5,5,3,3,4,4,4,15.633333333333333,Pleasant,25.866666666666664,Warm,18.733333333333334,Pleasant,11.333333333333334,Cool,8,['Adventure'],Adventure
DEST_1186,Ancient Park,Argentina,South America,Religious,No,Summer,213.85,4.6,3.61,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_1187,Hidden Beach,Canada,North America,Nature,Yes,Winter,109.11,4.0,6.89,Québec City,north_america,46.8137431,-71.2084061,"Cobblestone streets and historic architecture create a charming, old-world atmosphere, while the aroma of fresh pastries fills the crisp air.",Mid-range,5,3,4,2,3,3,4,3,3,4.333333333333333,Cold,19.299999999999997,Pleasant,8.533333333333333,Cool,-7.933333333333334,Cold,5,['Nature'],Nature
